# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|50	TNFRSF1B (+147941), DHRS3 (+302736)
chr10|127	ZEB1 (+16900), ARHGAP12 (+592734)
chr10|128	ZEB1 (+266900), ARHGAP12 (+342734)
chr10|132	EPC1 (-238888), ITGB1 (+371821)
chr10|133	EPC1 (-488888), ITGB1 (+121821)
chr10|134	ITGB1 (-128179), NRP1 (+250189)
chr10|136	NRP1 (-249811)
chr10|137	NRP1 (-499811), PARD3 (+979248)
chr10|138	NRP1 (-749811), PARD3 (+729248)
chr10|139	NRP1 (-999811), PARD3 (+479248)
chr10|140	PARD3 (+229248)
chr10|145	FZD8 (-194639), NAMPTL (+688161)
chr10|146	FZD8 (-444639), NAMPTL (+438161)
chr10|147	FZD8 (-694639), NAMPTL (+188161)
chr10|148	ANKRD30A (-539784), NAMPTL (-61839)
chr10|149	NAMPTL (-311839), ANKRD30A (-289784)
chr10|150	NAMPTL (-561839), ANKRD30A (-39784)
chr10|151	ANKRD30A (+210216), MTRNR2L7 (+266858)
chr10|152	MTRNR2L7 (+16858), ANKRD30A (+460216)
chr10|156	ZNF37A (+491737)
chr10|157	ZNF37A (+741737)
chr10|190	ANTXRL (-283233), AGAP10 (-135263)
chr10|205	OGDHL (-154632), PARG (+5714)
chr10|211	SGMS1 (-241258), A1CF (+20434)
chr10|213	PRKG1 (+291067), CSTF2T (+334354)
chr10|215	DKK1 (-449055), CSTF2T (-165646)
chr10|216	CSTF2T (-415646), DKK1 (-199055)
chr10|218	MBL2 (+156459), DKK1 (+300945)
chr10|220	MBL2 (-343541)
chr10|221	MBL2 (-593541)
chr10|222	MBL2 (-843541)
chr10|223	PCDH15 (+936050)
chr10|224	PCDH15 (+686050)
chr10|225	PCDH15 (+436050)
chr10|226	PCDH15 (+186050)
chr10|227	MTRNR2L5 (-733749), PCDH15 (-63950)
chr10|228	MTRNR2L5 (-483749), PCDH15 (-313950)
chr10|229	PCDH15 (-563950), MTRNR2L5 (-233749)
chr10|230	MTRNR2L5 (+16251), ZWINT (+746035)
chr10|231	MTRNR2L5 (+266251), ZWINT (+496035)
chr10|232	ZWINT (+246035), MTRNR2L5 (+516251)
chr10|235	ZWINT (-503965)
chr10|236	ZWINT (-753965)
chr10|237	IPMK (+902693)
chr10|238	IPMK (+652693)
chr10|239	IPMK (+402693)
chr10|240	IPMK (+152693)
chr10|242	PHYHIPL (-561349), BICC1 (+102101)
chr10|243	PHYHIPL (-311349), BICC1 (+352101)
chr10|245	PHYHIPL (+188651), SLC16A9 (+344836)
chr10|254	ARID5B (-286058), TMEM26 (-161793)
chr10|263	REEP3 (+343878)
chr10|264	REEP3 (+593878)
chr10|265	REEP3 (+843878)
chr10|266	NONE
chr10|267	NONE
chr10|268	NONE
chr10|269	NONE
chr10|270	NONE
chr10|271	NONE
chr10|272	LRRTM3 (-810763)
chr10|273	LRRTM3 (-560763)
chr10|274	LRRTM3 (-310763)
chr10|276	LRRTM3 (+189237), CTNNA3 (+580926)
chr10|277	CTNNA3 (+330926), LRRTM3 (+439237)
chr10|314	C10orf11 (+832482)
chr10|333	NRG3 (-510069), TSPAN14 (+911079)
chr10|334	NRG3 (-260069)
chr10|335	NRG3 (-10069)
chr10|336	NRG3 (+239931)
chr10|337	NRG3 (+489931)
chr10|338	NRG3 (+739931)
chr10|339	NRG3 (+989931)
chr10|340	NONE
chr10|341	GHITM (-774195)
chr10|343	GHITM (-274195)
chr10|347	CCSER2 (+536582)
chr10|348	CCSER2 (+786582)
chr10|349	NONE
chr10|350	GRID1 (+751234)
chr10|361	KLLN (-501807), RNLS (+217969)
chr10|362	LIPF (-49197), LIPJ (+28482)
chr10|367	KIF20B (+163634), HTR7 (+992454)
chr10|370	HTR7 (+242454), KIF20B (+913634)
chr10|387	CYP2C9 (-73427), CYP2C19 (+102620)
chr10|402	HPS1 (-168318), HPSE2 (+620618)
chr10|428	SORCS3 (+474142)
chr10|429	SORCS3 (+724142)
chr10|430	SORCS3 (+974142)
chr10|431	NONE
chr10|432	NONE
chr10|433	SORCS1 (+799283)
chr10|434	SORCS1 (+549283)
chr10|436	SORCS1 (+49283)
chr10|437	SORCS1 (-200717)
chr10|438	SORCS1 (-450717)
chr10|439	SORCS1 (-700717)
chr10|440	SORCS1 (-950717)
chr10|441	NONE
chr10|442	NONE
chr10|443	NONE
chr10|444	XPNPEP1 (+808310)
chr10|445	XPNPEP1 (+558310)
chr10|446	XPNPEP1 (+308310)
chr10|453	ADRA2A (+288211), GPAM (+818520)
chr10|454	ADRA2A (+538211), GPAM (+568520)
chr10|455	GPAM (+318520), ADRA2A (+788211)
chr10|468	ATRNL1 (+21617)
chr10|469	ATRNL1 (+271617), GFRA1 (+907978)
chr10|470	ATRNL1 (+521617), GFRA1 (+657978)
chr10|471	GFRA1 (+407978), ATRNL1 (+771617)
chr10|473	GFRA1 (-92022), PNLIPRP3 (-62378)
chr10|482	PRLHR (-19841), CACUL1 (+139757)
chr10|488	PPAPDC1A (-341465), SEC23IP (+222778)
chr10|489	PPAPDC1A (-91465), SEC23IP (+472778)
chr10|490	WDR11 (-235686), PPAPDC1A (+158535)
chr10|492	WDR11 (+264314), FGFR2 (+482916)
chr10|502	GPR26 (-50870), BUB3 (+461208)
chr10|503	CPXM2 (+26329), GPR26 (+199130)
chr10|512	ADAM12 (+202023), FANK1 (+289893)
chr10|513	ADAM12 (-47977), C10orf90 (+85009)
chr10|514	DOCK1 (-218977), C10orf90 (-164991)
chr10|518	FOXI2 (-160498), NPS (+27388)
chr10|522	MGMT (-890447), MKI67 (-450352)
chr10|523	MKI67 (-700352), MGMT (-640447)
chr10|524	MKI67 (-950352), MGMT (-390447)
chr10|525	MGMT (-140447)
chr10|529	GLRX3 (+190338)
chr10|530	GLRX3 (+440338)
chr10|531	GLRX3 (+690338)
chr10|532	PPP2R2D (-872954), GLRX3 (+940338)
chr10|533	PPP2R2D (-622954)
chr10|542	SYCE1 (+4137), CYP2E1 (+41091)
chr11|35	STK33 (-127630), TRIM66 (+68412)
chr11|40	SWAP70 (+189377), SBF2 (+440753)
chr11|42	AMPD3 (-97227), ADM (+48370)
chr11|43	LYVE1 (-34763), MRVI1 (+90298)
chr11|44	EIF4G2 (-45481), ZBED5 (+4619)
chr11|47	CSNK2A3 (-250097), GALNT18 (+18551)
chr11|48	USP47 (+12031), DKK3 (+155628)
chr11|50	PARVA (-23731), MICALCL (+66554)
chr11|51	TEAD1 (-141587), PARVA (+226269)
chr11|52	ARNTL (-424344), TEAD1 (+108413)
chr11|53	ARNTL (-174344), TEAD1 (+358413)
chr11|54	ARNTL (+75656), BTBD10 (+109826)
chr11|55	PTH (-107434), FAR1 (-65216)
chr11|56	FAR1 (+184784), RRAS2 (+505729)
chr11|57	RRAS2 (+255729), FAR1 (+434784)
chr11|58	RRAS2 (+5729), FAR1 (+684784)
chr11|59	ENSG00000256206 (-83111), PSMA1 (+40162)
chr11|60	CYP2R1 (+38797), PDE3B (+209732)
chr11|62	INSC (+241031)
chr11|63	INSC (+491031), SOX6 (+872934)
chr11|64	SOX6 (+622934), INSC (+741031)
chr11|65	SOX6 (+372934), INSC (+991031)
chr11|66	SOX6 (+122934)
chr11|67	C11orf58 (-134947), SOX6 (-127066)
chr11|71	MYOD1 (-116114), OTOG (+56081)
chr11|72	KCNC1 (+118642), SERGEF (+159708)
chr11|73	TPH1 (-62129), SAAL1 (+2637)
chr11|77	MRGPRX2 (-42773), ZDHHC13 (-13675)
chr11|79	E2F8 (-361834), NAV2 (-110142)
chr11|80	NAV2 (+139858), DBX1 (+306869)
chr11|83	NELL1 (-66117), SLC6A5 (+4055)
chr11|84	NELL1 (+183883)
chr11|85	NELL1 (+433883)
chr11|86	ANO5 (-839721), NELL1 (+683883)
chr11|87	ANO5 (-589721), NELL1 (+933883)
chr11|88	ANO5 (-339721)
chr11|89	ANO5 (-89721)
chr11|90	SLC17A6 (+15358), FANCF (+272386)
chr11|91	FANCF (+22386), SLC17A6 (+265358)
chr11|92	SVIP (-23590)
chr11|93	SVIP (-273590)
chr11|94	SVIP (-523590)
chr11|95	LUZP2 (-893723), SVIP (-773590)
chr11|96	LUZP2 (-643723)
chr11|97	LUZP2 (-393723)
chr11|98	LUZP2 (-143723)
chr11|99	LUZP2 (+106277)
chr11|100	LUZP2 (+356277)
chr11|101	LUZP2 (+606277)
chr11|102	ANO3 (-977970), LUZP2 (+856277)
chr11|103	ANO3 (-727970)
chr11|104	ANO3 (-477970)
chr11|105	ANO3 (-227970)
chr11|106	ANO3 (+22030), MUC15 (+213774)
chr11|107	MUC15 (-36226), SLC5A12 (+118570)
chr11|108	FIBIN (-140627), SLC5A12 (-131430)
chr11|109	BBOX1 (+62492), LGR4 (+369292)
chr11|110	LGR4 (+119292), BBOX1 (+312492)
chr11|111	LIN7C (-96681), BDNF (+97599)
chr11|112	BDNF (-152401), KIF18A (+254854)
chr11|113	METTL15 (-4900), KIF18A (+4854)
chr11|114	METTL15 (+245100)
chr11|115	METTL15 (+495100)
chr11|116	METTL15 (+745100)
chr11|117	KCNA4 (+913569), METTL15 (+995100)
chr11|118	KCNA4 (+663569)
chr11|119	KCNA4 (+413569)
chr11|120	KCNA4 (+163569)
chr11|121	FSHB (-127562), KCNA4 (-86431)
chr11|122	ARL14EP (+30403), MPPED2 (+227042)
chr11|124	MPPED2 (-272958), DCDC1 (+516320)
chr11|125	MPPED2 (-522958), DCDC1 (+266320)
chr11|126	MPPED2 (-772958), DCDC1 (+16320)
chr11|127	ELP4 (+93704), PAX6 (+214508)
chr11|128	RCN1 (-237449), PAX6 (-35492)
chr11|129	RCN1 (+12551), WT1 (+332175)
chr11|141	CD44 (-35727), PDHX (+186882)
chr11|145	PRR5L (-272554), LDLRAD3 (+159373)
chr11|147	RAG2 (-5215)
chr11|148	RAG2 (-255215)
chr11|149	RAG2 (-505215)
chr11|150	RAG2 (-755215)
chr11|151	NONE
chr11|152	NONE
chr11|153	NONE
chr11|154	NONE
chr11|155	NONE
chr11|156	NONE
chr11|157	NONE
chr11|158	LRRC4C (+940663)
chr11|159	LRRC4C (+690663)
chr11|160	LRRC4C (+440663)
chr11|161	LRRC4C (+190663)
chr11|162	LRRC4C (-59337)
chr11|163	LRRC4C (-309337)
chr11|164	LRRC4C (-559337)
chr11|165	LRRC4C (-809337)
chr11|166	NONE
chr11|167	NONE
chr11|168	NONE
chr11|169	NONE
chr11|170	API5 (-958538)
chr11|171	API5 (-708538)
chr11|172	API5 (-458538)
chr11|173	API5 (-208538)
chr11|194	OR4C5 (+13016), OR4C3 (+28529)
chr11|195	TRIM49B (-425503), OR4A47 (+114732)
chr11|196	TRIM49B (-175503), OR4A47 (+364732)
chr11|197	TRIM64C (-44337), FOLH1 (+105221)
chr11|198	OR4C13 (-598942), FOLH1 (-144779)
chr11|199	FOLH1 (-394779), OR4C13 (-348942)
chr11|200	FOLH1 (-644779), OR4C13 (-98942)
chr11|201	OR4C12 (-120930)
chr11|202	OR4C12 (-370930)
chr11|206	OR4A5 (+37447)
chr11|207	OR4C46 (+109719)
chr11|220	TRIM48 (-154657)
chr11|221	OR4A15 (-10359), OR4A16 (+14374)
chr11|222	OR4C11 (-3127)
chr11|223	TRIM51 (-25772), OR5D16 (+18773)
chr11|224	OR8H3 (-14848), OR8H2 (+2482)
chr11|225	OR8J1 (-2690)
chr11|226	OR5M10 (-29738), OR5M1 (+5977)
chr11|227	OR5AK2 (-131346), OR9G4 (-113714)
chr11|233	OR10W1 (-89269), OR5B17 (+1541)
chr11|252	SLC22A8 (-91690), SLC22A24 (+36692)
chr11|253	SLC22A9 (-12279), SLC22A10 (+67365)
chr11|274	GAL (-76942), PPP6R3 (+146763)
chr11|288	FOLR1 (-26257), FOLR3 (+28230)
chr11|318	TENM4 (-223306)
chr11|319	TENM4 (-473306)
chr11|320	TENM4 (-723306)
chr11|322	NONE
chr11|324	NONE
chr11|325	NONE
chr11|326	NONE
chr11|328	PRCP (+736471)
chr11|329	PRCP (+486471)
chr11|333	CCDC90B (-127551)
chr11|335	CCDC90B (-627551)
chr11|336	CCDC90B (-877551)
chr11|337	NONE
chr11|338	DLG2 (+963313)
chr11|339	DLG2 (+713313)
chr11|340	DLG2 (+463313)
chr11|349	TMEM135 (+375952), RAB38 (+783634)
chr11|350	RAB38 (+533634), TMEM135 (+625952)
chr11|351	RAB38 (+283634), TMEM135 (+875952)
chr11|352	RAB38 (+33634)
chr11|354	CTSC (-304046), GRM5 (+421815)
chr11|355	CTSC (-554046), GRM5 (+171815)
chr11|356	GRM5 (-78185), TYR (-35619)
chr11|357	NOX4 (+99652), TYR (+214381)
chr11|358	NOX4 (-150348), TRIM77 (-68466)
chr11|360	NAALAD2 (+7304), CHORDC1 (+81531)
chr11|361	CHORDC1 (-168469)
chr11|362	CHORDC1 (-418469)
chr11|363	CHORDC1 (-668469)
chr11|364	CHORDC1 (-918469)
chr11|366	FAT3 (-710261)
chr11|367	FAT3 (-460261)
chr11|368	FAT3 (-210261)
chr11|369	MTNR1B (-577885), FAT3 (+39739)
chr11|370	MTNR1B (-327885), FAT3 (+289739)
chr11|371	MTNR1B (-77885), FAT3 (+539739)
chr11|386	JRKL (+251843)
chr11|387	JRKL (+501843)
chr11|388	JRKL (+751843)
chr11|389	NONE
chr11|390	NONE
chr11|391	NONE
chr11|392	NONE
chr11|393	CNTN5 (-766919)
chr11|394	CNTN5 (-516919)
chr11|395	CNTN5 (-266919)
chr11|396	CNTN5 (-16919)
chr11|397	CNTN5 (+233081)
chr11|398	CNTN5 (+483081)
chr11|399	ARHGAP42 (-933406), CNTN5 (+733081)
chr11|400	ARHGAP42 (-683406), CNTN5 (+983081)
chr11|401	ARHGAP42 (-433406)
chr11|402	ARHGAP42 (-183406)
chr11|413	DDI1 (-782307), DYNC2H1 (+144697)
chr11|414	DDI1 (-532307), DYNC2H1 (+394697)
chr11|415	DDI1 (-282307), DYNC2H1 (+644697)
chr11|416	DDI1 (-32307), DYNC2H1 (+894697)
chr11|417	PDGFD (-90166), CASP12 (+644159)
chr11|418	PDGFD (-340166), CASP12 (+394159)
chr11|419	PDGFD (-590166), CASP12 (+144159)
chr11|420	CASP4 (-34838), CASP5 (+18894)
chr11|421	GRIA4 (-355799), CARD18 (-114548)
chr11|422	CARD18 (-364548), GRIA4 (-105799)
chr11|423	GRIA4 (+144201), MSANTD4 (+267953)
chr11|425	AASDHPPT (+176785), GUCY1A2 (+764170)
chr11|426	AASDHPPT (+426785), GUCY1A2 (+514170)
chr11|427	GUCY1A2 (+264170), AASDHPPT (+676785)
chr11|428	GUCY1A2 (+14170), AASDHPPT (+926785)
chr11|429	GUCY1A2 (-235830), CWF19L2 (+203569)
chr11|436	C11orf87 (-417845), DDX10 (+339249)
chr11|437	C11orf87 (-167845), DDX10 (+589249)
chr11|438	ZC3H12C (-589086), C11orf87 (+82155)
chr11|439	ZC3H12C (-339086), C11orf87 (+332155)
chr11|443	ARHGAP20 (-41550), C11orf92 (+550769)
chr11|444	ARHGAP20 (-291550), C11orf92 (+300769)
chr11|460	NXPE2 (+325893), CADM1 (+500132)
chr11|461	CADM1 (+250132), NXPE2 (+575893)
chr11|487	SORL1 (+302089), BLID (+361922)
chr11|488	BLID (+111922), SORL1 (+552089)
chr11|489	UBASH3B (-401382), BLID (-138078)
chr11|507	KIRREL3 (+245654), ST3GAL4 (+349324)
chr11|508	KIRREL3 (-4346)
chr11|509	KIRREL3 (-254346)
chr11|510	KIRREL3 (-504346)
chr11|511	KIRREL3 (-754346), ETS1 (+832436)
chr11|512	ETS1 (+582436)
chr11|513	ETS1 (+332436)
chr11|514	ETS1 (+82436)
chr11|515	FLI1 (+61111), KCNJ1 (+87428)
chr11|525	NTM (-656355), SNX19 (-338597)
chr11|526	SNX19 (-588597), NTM (-406355)
chr11|528	NTM (+93645), OPCML (+938565)
chr11|529	NTM (+343645), OPCML (+688565)
chr11|530	OPCML (+438565), NTM (+593645)
chr11|531	OPCML (+188565), NTM (+843645)
chr11|532	OPCML (-61435), SPATA19 (+840395)
chr11|533	OPCML (-311435), SPATA19 (+590395)
chr11|534	OPCML (-561435), SPATA19 (+340395)
chr11|535	OPCML (-811435), SPATA19 (+90395)
chr12|30	ACSM4 (-81879), PEX5 (+32718)
chr12|37	M6PR (-22450), KLRG1 (-17136)
chr12|41	CLEC12A (+21086), CLEC1B (+26878)
chr12|44	YBX3 (+910)
chr12|46	TAS2R42 (-35458), PRB4 (+88365)
chr12|59	PLBD1 (+96282), ATF7IP (+106385)
chr12|60	GUCY2C (-25482), HIST4H4 (+49064)
chr12|61	PDE6H (-955)
chr12|65	DERA (+60895), SLC15A5 (+305618)
chr12|67	MGST1 (+124289), LMO3 (+135083)
chr12|75	PIK3C2G (+210527), PLCZ1 (+265990)
chr12|76	PLCZ1 (+15990), PIK3C2G (+460527)
chr12|87	RECQL (+29526), PYROXD1 (+34390)
chr12|88	LDHB (-64273), KCNJ8 (+52754)
chr12|89	CMAS (-74107), ABCC9 (-35393)
chr12|91	ST8SIA1 (-137353), C2CD5 (+72479)
chr12|92	ETNK1 (+96992)
chr12|94	ETNK1 (+596992), SOX5 (+727636)
chr12|96	SOX5 (+227636)
chr12|97	SOX5 (-22364), BCAT1 (+931008)
chr12|99	SOX5 (-522364), BCAT1 (+431008)
chr12|100	SOX5 (-772364), BCAT1 (+181008)
chr12|101	LRMP (-80445), BCAT1 (-68992)
chr12|102	LYRM5 (+26851), KRAS (+28736)
chr12|103	KRAS (-221264), IFLTD1 (+81216)
chr12|104	RASSF8 (-236990), IFLTD1 (-168784)
chr12|105	RASSF8 (+13010), BHLHE41 (+153059)
chr12|106	SSPN (+26572), ITPR2 (+611130)
chr12|108	ITPR2 (+111130), SSPN (+526572)
chr12|110	STK38L (-22107), MED21 (+199518)
chr12|111	PPFIBP1 (-52138), SMCO2 (+5258)
chr12|112	MRPS35 (+11295), MANSC4 (+49208)
chr12|113	PTHLH (-98)
chr12|115	FAR2 (-751597), CCDC91 (+281622)
chr12|116	FAR2 (-501597), CCDC91 (+531622)
chr12|117	FAR2 (-251597), CCDC91 (+781622)
chr12|118	FAR2 (-1597)
chr12|119	ERGIC2 (-90915), OVCH1 (+25618)
chr12|120	OVCH1 (-224382), TMTC1 (+61742)
chr12|121	TMTC1 (-188258), IPO8 (+723919)
chr12|122	TMTC1 (-438258), IPO8 (+473919)
chr12|124	IPO8 (-26081), CAPRIN2 (+32447)
chr12|134	PKP2 (-325311), SYT10 (+217753)
chr12|135	ALG10 (-550215), SYT10 (-32247)
chr12|136	ALG10 (-300215), SYT10 (-282247)
chr12|137	SYT10 (-532247), ALG10 (-50215)
chr12|138	ALG10 (+199785)
chr12|154	ALG10B (-335379)
chr12|155	ALG10B (-85379)
chr12|156	ALG10B (+164621), KIF21A (+961787)
chr12|157	ALG10B (+414621), KIF21A (+711787)
chr12|159	KIF21A (+211787), ALG10B (+914621)
chr12|164	CNTN1 (-211353), MUC19 (+87804)
chr12|165	PDZRN4 (-457249), CNTN1 (+38647)
chr12|166	PDZRN4 (-207249), CNTN1 (+288647)
chr12|167	PDZRN4 (+42751), GXYLT1 (+913680)
chr12|168	PDZRN4 (+292751), GXYLT1 (+663680)
chr12|169	GXYLT1 (+413680), PDZRN4 (+542751)
chr12|170	GXYLT1 (+163680), PDZRN4 (+792751)
chr12|173	PRICKLE1 (-247204), ADAMTS20 (+820723)
chr12|174	PRICKLE1 (-497204), ADAMTS20 (+570723)
chr12|175	PRICKLE1 (-747204), ADAMTS20 (+320723)
chr12|176	PRICKLE1 (-997204), ADAMTS20 (+70723)
chr12|178	TMEM117 (+145100), NELL2 (+895879)
chr12|179	TMEM117 (+395100), NELL2 (+645879)
chr12|180	NELL2 (+395879), TMEM117 (+645100)
chr12|181	NELL2 (+145879), TMEM117 (+895100)
chr12|182	NELL2 (-104121), DBX2 (+69881)
chr12|184	ARID2 (-248447), ANO6 (+265133)
chr12|189	SLC38A2 (-358351), SLC38A4 (+94779)
chr12|223	OR6C74 (-15981), OR10A7 (+10192)
chr12|237	LRIG3 (+189302), XRCC6BP1 (+789641)
chr12|239	SLC16A7 (-458117), LRIG3 (-310698)
chr12|241	SLC16A7 (+41883)
chr12|242	SLC16A7 (+291883)
chr12|244	SLC16A7 (+791883)
chr12|245	NONE
chr12|246	NONE
chr12|247	FAM19A2 (+961622)
chr12|248	FAM19A2 (+711622)
chr12|249	FAM19A2 (+461622)
chr12|250	FAM19A2 (+211622)
chr12|255	AVPR1A (-80279), DPY19L2 (+437356)
chr12|256	AVPR1A (-330279), DPY19L2 (+187356)
chr12|268	HELB (+178676), GRIP1 (+197752)
chr12|270	GRIP1 (-302248), CAND1 (-288060)
chr12|291	TRHDE (-41462), TPH2 (+292375)
chr12|292	TRHDE (+208538)
chr12|293	TRHDE (+458538)
chr12|294	TRHDE (+708538)
chr12|295	TRHDE (+958538)
chr12|296	NONE
chr12|297	NONE
chr12|298	NONE
chr12|301	KCNC2 (+478647)
chr12|302	KCNC2 (+228647)
chr12|303	KCNC2 (-21353), CAPS2 (+98835)
chr12|311	NAV3 (-600068), E2F7 (-165641)
chr12|312	E2F7 (-415641), NAV3 (-350068)
chr12|313	E2F7 (-665641), NAV3 (-100068)
chr12|314	SYT1 (-883448), NAV3 (+149932)
chr12|315	SYT1 (-633448), NAV3 (+399932)
chr12|316	SYT1 (-383448), NAV3 (+649932)
chr12|317	SYT1 (-133448), NAV3 (+899932)
chr12|318	SYT1 (+116552), PAWR (+709876)
chr12|319	SYT1 (+366552), PAWR (+459876)
chr12|323	PTPRQ (-213125), OTOGL (+21768)
chr12|324	MYF6 (-226276), PTPRQ (+36875)
chr12|325	MYF5 (+14310), LIN7A (+206703)
chr12|326	ACSS3 (-95989), LIN7A (-43297)
chr12|327	ACSS3 (+154011), PPFIA2 (+528108)
chr12|328	PPFIA2 (+278108), ACSS3 (+404011)
chr12|329	PPFIA2 (+28108), ACSS3 (+654011)
chr12|330	METTL25 (-377275), PPFIA2 (-221892)
chr12|331	PPFIA2 (-471892), METTL25 (-127275)
chr12|334	TMTC2 (+294342)
chr12|336	TMTC2 (+794342)
chr12|337	NONE
chr12|338	SLC6A15 (+931654)
chr12|339	SLC6A15 (+681654)
chr12|340	SLC6A15 (+431654)
chr12|341	SLC6A15 (+181654)
chr12|342	SLC6A15 (-68346), TSPAN19 (+55034)
chr12|343	TSPAN19 (-194966), ALX1 (-48884)
chr12|344	ALX1 (+201116), RASSF9 (+355347)
chr12|345	RASSF9 (+105347), ALX1 (+451116)
chr12|346	NTS (+106926), MGAT4C (+275044)
chr12|347	MGAT4C (+25044), NTS (+356926)
chr12|348	MGAT4C (-224956)
chr12|349	MGAT4C (-474956)
chr12|350	MGAT4C (-724956)
chr12|352	CEP290 (+660992)
chr12|353	CEP290 (+410992)
chr12|354	CEP290 (+160992)
chr12|357	KITLG (-150763), DUSP6 (+622047)
chr12|358	KITLG (-400763), DUSP6 (+372047)
chr12|362	ATP2B1 (-272393)
chr12|363	ATP2B1 (-522393), EPYC (+773802)
chr12|364	ATP2B1 (-772393), EPYC (+523802)
chr12|365	EPYC (+273802)
chr12|366	EPYC (+23802)
chr12|367	DCN (-48101), BTG1 (+914672)
chr12|368	DCN (-298101), BTG1 (+664672)
chr12|373	PLEKHG7 (-5310), CLLU1 (+307266)
chr12|389	CDK17 (-330663), NEDD1 (-176243)
chr12|391	NEDD1 (+323757)
chr12|394	TMPO (-534407)
chr12|395	TMPO (-284407)
chr12|398	APAF1 (+336082)
chr12|399	APAF1 (+586082), ANKS1B (+753014)
chr12|400	ANKS1B (+503014), APAF1 (+836082)
chr12|401	ANKS1B (+253014)
chr12|402	ANKS1B (+3014)
chr12|404	NR1H4 (-22137), SLC17A8 (+124144)
chr12|405	ANO4 (-63584), GAS2L3 (+137605)
chr12|406	ANO4 (+186416), SLC5A8 (+229184)
chr12|413	IGF1 (-250660), PAH (+186380)
chr12|415	STAB2 (-356050), ASCL1 (+273537)
chr12|416	STAB2 (-106050), ASCL1 (+523537)
chr12|425	APPL2 (-495140), NUAK1 (+408810)
chr12|459	RBM19 (-220890), TBX5 (+221246)
chr12|460	TBX5 (-28754), TBX3 (+246394)
chr12|463	TBX3 (-503606)
chr12|464	TBX3 (-753606), MED13L (+840142)
chr12|465	MED13L (+590142)
chr12|466	MED13L (+340142)
chr12|477	SRRM4 (-294299), SUDS3 (+310816)
chr12|478	SRRM4 (-44299), SUDS3 (+560816)
chr12|480	TMEM233 (-156263), HSPB8 (+258554)
chr12|504	TMEM132B (+63839)
chr12|505	TMEM132B (+313839)
chr12|506	TMEM132B (+563839)
chr12|507	TMEM132B (+813839)
chr12|508	NONE
chr12|509	NONE
chr12|512	TMEM132C (-876947)
chr12|513	TMEM132C (-626947)
chr12|514	TMEM132C (-376947)
chr12|515	TMEM132C (-126947)
chr12|516	TMEM132C (+123053), SLC15A4 (+433527)
chr12|517	SLC15A4 (+183527), TMEM132C (+373053)
chr12|519	GLT1D1 (+286920), TMEM132D (+763210)
chr12|520	TMEM132D (+513210), GLT1D1 (+536920)
chr12|521	TMEM132D (+263210), GLT1D1 (+786920)
chr12|522	TMEM132D (+13210)
chr12|524	PIWIL1 (+52569), RIMBP2 (+127409)
chr13|83	ZMYM2 (+92191), GJA3 (+110187)
chr13|85	CRYL1 (-25005), IFT88 (-16276)
chr13|86	N6AMT2 (-26913), XPO4 (+101948)
chr13|87	XPO4 (-148052), LATS2 (+10685)
chr13|88	MRP63 (+124217), ZDHHC20 (+158422)
chr13|89	ZDHHC20 (-91578), MICU2 (+53352)
chr13|91	FGF9 (+379479)
chr13|92	SGCG (-880090), FGF9 (+629479)
chr13|93	SGCG (-630090), FGF9 (+879479)
chr13|94	SGCG (-380090)
chr13|95	SGCG (-130090)
chr13|96	SGCG (+119910), SACS (+132840)
chr13|97	SACS (-117160), TNFRSF19 (-28498)
chr13|98	MIPEP (+88557), TNFRSF19 (+221502)
chr13|99	C1QTNF9 (-256303), SPATA13 (+71057)
chr13|100	C1QTNF9 (-6303), SPATA13 (+321057)
chr13|101	ATP12A (-129548), PARP4 (-38053)
chr13|102	RNF17 (+36711), CENPJ (+122017)
chr13|103	PABPC3 (-45299), ENSG00000269099 (+33460)
chr13|104	NUPL1 (-661)
chr13|105	ATP8A2 (+178792), SHISA2 (+500168)
chr13|106	SHISA2 (+250168), ATP8A2 (+428792)
chr13|107	SHISA2 (+168)
chr13|108	WASF3 (-256886), CDK8 (+46725)
chr13|109	WASF3 (-6886), CDK8 (+296725)
chr13|110	GPR12 (-40079), USP12 (+371032)
chr13|111	GPR12 (-290079), USP12 (+121032)
chr13|113	MTIF3 (-100300), LNX2 (+69540)
chr13|114	PDX1 (-119156), GSX1 (+8221)
chr13|116	PAN3 (+162358), FLT1 (+194231)
chr13|119	MTUS2 (+26253), SLC7A1 (+544824)
chr13|120	MTUS2 (+276253), SLC7A1 (+294824)
chr13|122	SLC7A1 (-205176), UBL3 (+49820)
chr13|123	UBL3 (-200180), KATNAL1 (+256620)
chr13|124	UBL3 (-450180), KATNAL1 (+6620)
chr13|126	MEDAG (-105327), ALOX5AP (+65356)
chr13|129	RXFP2 (-188678), B3GALTL (+350928)
chr13|134	KL (-215570), PDS5B (+214437)
chr13|140	NBEA (-641423), RFC3 (+482815)
chr13|141	NBEA (-391423), RFC3 (+732815)
chr13|142	NBEA (-141423), RFC3 (+982815)
chr13|144	MAB21L1 (+175831), NBEA (+358577)
chr13|152	CSNK1A1L (-195198), POSTN (+297980)
chr13|162	COG6 (+145187), FOXO1 (+865733)
chr13|220	NONE
chr13|223	NONE
chr13|224	NONE
chr13|225	NONE
