# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|114	EYA3 (+40206), XKR8 (+89028)
chr9|369	GADD45G (-94927), SEMA4D (-91253)
chr9|370	GADD45G (+155073)
chr9|375	SYK (+60932), AUH (+499194)
chr9|376	AUH (+249194), SYK (+310932)
chr9|379	NFIL3 (-438857), ROR2 (+87443)
chr9|380	ROR2 (-162557), SPTLC1 (+2657)
chr9|381	CENPP (+37235), OGN (+41840)
chr9|382	ECM2 (-76664), IPPK (+57546)
chr9|383	BICD2 (-97907), ZNF484 (+15217)
chr9|384	C9orf89 (+16501), NINJ1 (+21569)
chr9|385	FAM120A (-89003), WNK2 (+177789)
chr9|386	PHF2 (+36312), BARX1 (+342653)
chr9|388	ZNF169 (-146592), PTPDC1 (+28255)
chr9|389	HIATL1 (-11832), ZNF169 (+103408)
chr9|390	FBP2 (-18926), FBP1 (+27530)
chr9|391	C9orf3 (+102935), FANCC (+454983)
chr9|393	FANCC (-45017), PTCH1 (+145942)
chr9|394	ERCC6L2 (-262982), PTCH1 (-104058)
chr9|395	PTCH1 (-354058), ERCC6L2 (-12982)
chr9|396	HSD17B3 (+189433), ERCC6L2 (+237018)
chr9|397	HSD17B3 (-60567), SLC35D2 (+20978)
chr9|398	CDC14B (+7111), HABP4 (+162514)
chr9|399	ZNF782 (-8231), HIATL2 (+150861)
chr9|400	CCDC180 (-125778), CTSV (-73409)
chr9|401	TDRD7 (-49231), CCDC180 (+124222)
chr9|402	TSTD2 (+20856), TMOD1 (+111539)
chr9|403	FOXE1 (+9465), C9orf156 (+59851)
chr9|404	TRIM14 (+6479), NANS (+55980)
chr9|405	TBC1D2 (-107086), GABBR2 (+346478)
chr9|406	TBC1D2 (-357086), GABBR2 (+96478)
chr9|407	COL15A1 (-80920), GALNT12 (+55020)
chr9|408	TGFBR1 (+7630), ALG2 (+109237)
chr9|409	NR4A3 (-464008), SEC61B (+140418)
chr9|411	STX17 (-43914), NR4A3 (+35992)
chr9|412	INVS (+13463), TEX10 (+240220)
chr9|413	MSANTD3 (-64437), TEX10 (-9780)
chr9|431	ABCA1 (+65517), NIPSNAP3A (+115032)
chr9|432	ABCA1 (-184483), SLC44A1 (-131902)
chr9|433	FSD1L (-85382), SLC44A1 (+118098)
chr9|434	TAL2 (-49737), FKTN (+54590)
chr9|435	TMEM38B (+168176)
chr9|441	RAD23B (+79441), KLF4 (+126926)
chr9|442	KLF4 (-123074)
chr9|443	KLF4 (-373074), ACTL7B (+994238)
chr9|444	KLF4 (-623074), ACTL7B (+744238)
chr9|445	KLF4 (-873074), ACTL7B (+494238)
chr9|446	ACTL7B (+244238)
chr9|447	ACTL7A (+398)
chr9|448	CTNNAL1 (-99192), TMEM245 (+7224)
chr9|449	EPB41L4B (-41757), PTPN3 (+135585)
chr9|450	PALM2-AKAP2 (-167588), PTPN3 (-114415)
chr9|451	AKAP2 (+82232), TXN (+393919)
chr9|452	TXN (+143919), AKAP2 (+332232)
chr9|453	TXNDC8 (-24913), SVEP1 (+217159)
chr9|458	DNAJC25 (-18631), PTGR1 (-12866)
chr9|459	UGCG (-34045), GNG10 (+201386)
chr9|460	SUSD1 (+62687), UGCG (+215955)
chr9|461	PTBP3 (-29878), HSDL2 (-17216)
chr9|462	INIP (+105515), HSDL2 (+232784)
chr9|463	SLC46A2 (+28192), SNX30 (+111883)
chr9|464	ZFP37 (-56005), SLC31A2 (-38221)
chr9|465	BSPRY (+13180), HDHD3 (+13454)
chr9|466	ZNF618 (-263561), RGS3 (+167990)
chr9|467	ZNF618 (-13561), RGS3 (+417990)
chr9|468	COL27A1 (-42839), KIF12 (-13664)
chr9|469	AKNA (+31684), ORM2 (+32852)
chr9|470	C9orf91 (+1515), TNFSF15 (+193405)
chr9|493	DBC1 (-993256), CDK5RAP2 (+217435)
chr9|494	CDK5RAP2 (-32565), MEGF9 (+101747)
chr9|495	PSMD5 (-19739), PHF19 (+14605)
chr9|496	CNTRL (+37711), RAB14 (+89146)
chr9|497	STOM (+7482), GSN (+62930)
chr9|498	DAB2IP (+45602), TTLL11 (+480884)
chr9|499	TTLL11 (+230884), DAB2IP (+295602)
chr9|500	TTLL11 (-19116), NDUFA8 (+47097)
chr9|501	RBM18 (-97883), PTGS1 (-8358)
chr9|503	PDCL (-34091), RC3H2 (+35388)
chr9|504	GPR21 (+78195), STRBP (+155854)
chr9|505	CRB2 (+6462), DENND1A (+567385)
chr9|507	DENND1A (+67385), CRB2 (+506462)
chr9|508	NEK6 (-145241), LHX2 (+101112)
chr9|509	PSMB7 (+52717), NEK6 (+104759)
chr9|510	NR5A1 (-105292), NR6A1 (+158555)
chr9|511	RPL35 (-761), ARPC5L (+592)
chr9|512	GOLGA1 (-171623), SCAI (+30774)
chr9|513	GAPVD1 (+100890), MAPKAP1 (+344512)
chr9|514	MAPKAP1 (+94512), GAPVD1 (+350890)
chr9|516	MVB12B (-214127), PBX3 (+365284)
chr9|517	LMX1B (-251721), MVB12B (+35873)
chr9|518	LMX1B (-1721)
chr9|519	ZBTB34 (-16626), ZBTB43 (+57707)
chr9|520	ANGPTL2 (+10161), RALGPS1 (+197948)
chr9|521	SLC2A8 (-34420), GARNL3 (+98196)
chr9|532	NCS1 (-59856), GPR107 (+59296)
chr9|535	ABL1 (+35668), QRFP (+144224)
chr9|539	RAPGEF1 (-39772), MED27 (+330294)
chr9|540	RAPGEF1 (-289772), MED27 (+80294)
chr9|542	TTF1 (-92792), BARHL1 (-82571)
chr9|543	DDX31 (-79213), AK8 (+129163)
chr10|142	CREM (-41387), CUL2 (-11785)
chr10|153	MTRNR2L7 (-233142), ZNF248 (+21537)
chr10|174	RET (-197474), BMS1 (+96752)
chr10|175	CSGALNACT2 (-8933), RET (+52526)
chr10|176	FXYD4 (+7911), HNRNPF (+17278)
chr10|177	ZNF32 (+19151), ZNF485 (+23146)
chr10|180	ZNF32 (-730849), CXCL12 (+5496)
chr10|182	CXCL12 (-494504), TMEM72 (-31647)
chr10|185	MARCH8 (-34647), ZFAND4 (+42795)
chr10|194	RBP3 (+15990), ZNF488 (+19977)
chr10|199	MAPK8 (+110268), ARHGAP22 (+187996)
chr10|200	ARHGAP22 (-62004), WDFY4 (-42750)
chr10|203	DRGX (-25094), PGBD3 (+107272)
chr10|204	CHAT (+52918), OGDHL (+95368)
chr10|207	TIMM23 (-1663)
chr10|210	ASAH2 (-366631), SGMS1 (+8742)
chr10|214	CSTF2T (+84354), PRKG1 (+541067)
chr10|241	TFAM (-19781), UBE2D1 (+30266)
chr10|247	SLC16A9 (-155164), CCDC6 (+41413)
chr10|248	CCDC6 (-208587), ANK3 (+274487)
chr10|251	RHOBTB1 (+79004), CDK1 (+86789)
chr10|255	TMEM26 (-411793), ARID5B (-36058)
chr10|256	RTKN2 (+153465), ARID5B (+213942)
chr10|259	NRBF2 (-268049), EGR2 (-48886)
chr10|260	EGR2 (-298886), NRBF2 (-18049)
chr10|261	JMJD1C (+100640), NRBF2 (+231951)
chr10|262	REEP3 (+93878)
chr10|279	CTNNA3 (-169074), SIRT1 (-19426)
chr10|280	MYPN (+6007), ATOH7 (+116870)
chr10|281	PBLD (-32317), RUFY2 (+41945)
chr10|282	CCAR1 (-105970), TET1 (+54588)
chr10|283	DDX50 (-36033), STOX1 (+37703)
chr10|284	VPS26A (-8267), SRGN (+27127)
chr10|285	TACR2 (+51622), HK1 (+76501)
chr10|286	NEUROG3 (-42007), C10orf35 (-15013)
chr10|287	H2AFY2 (-187551), COL13A1 (+63313)
chr10|288	AIFM2 (+17689), H2AFY2 (+62449)
chr10|289	NPFFR1 (-81561), EIF4EBP2 (-39134)
chr10|292	PCBD1 (-226460), UNC5B (-97326)
chr10|309	COMTD1 (-129232), ZNF503 (+36663)
chr10|312	C10orf11 (+332482)
chr10|317	KCNMA1 (+272399)
chr10|318	KCNMA1 (+22399)
chr10|319	KCNMA1 (-227601), DLG5 (+61283)
chr10|320	ZMIZ1 (-953791), RPS24 (+81483)
chr10|321	ZMIZ1 (-703791), RPS24 (+331483)
chr10|323	ZMIZ1 (-203791), RPS24 (+831483)
chr10|324	PPIF (-232233), ZMIZ1 (+46209)
chr10|325	PPIF (+17767), ZCCHC24 (+80382)
chr10|327	SFTPD (+83858), SFTPA1 (+254300)
chr10|328	PLAC9 (-17476), TMEM254 (+36575)
chr10|329	MAT1A (-75561), FAM213A (-54753)
chr10|330	TSPAN14 (+161079)
chr10|344	GHITM (-24195)
chr10|345	CCSER2 (+36582)
chr10|353	GRID1 (+1234)
chr10|354	WAPAL (-93429), OPN4 (-39313)
chr10|355	MMRN2 (+92371), BMPR1A (+108594)
chr10|356	MINPP1 (-389631), GLUD1 (-20378)
chr10|358	PAPSS2 (-44475), MINPP1 (+110369)
chr10|366	SLC16A12 (-79688), PANK1 (+30214)
chr10|371	HTR7 (-7546), RPP30 (-6708)
chr10|372	ANKRD1 (-193968), PCGF5 (-105544)
chr10|373	HECTD2 (-45101), PCGF5 (+144456)
chr10|374	PPP1R3C (+17810), HECTD2 (+204899)
chr10|375	FGFBP3 (+44239), TNKS2 (+66932)
chr10|377	MARCH5 (+74081), IDE (+208832)
chr10|378	HHEX (-72944), KIF11 (+21958)
chr10|379	CYP26C1 (-196020), EXOC6 (+16724)
chr10|380	CYP26A1 (+41354), MYOF (+366950)
chr10|381	MYOF (+116950), CYP26A1 (+291354)
chr10|382	PDE6C (+2656), FRA10AC1 (+87328)
chr10|383	SLC35G1 (-28729), LGI1 (+107359)
chr10|384	PLCE1 (+121255), NOC3L (+247695)
chr10|385	NOC3L (-2305)
chr10|386	CYP2C18 (-68377), HELLS (+69427)
chr10|388	C10orf129 (-78956), CYP2C8 (-45747)
chr10|389	PDLIM1 (-74220), SORBS1 (+196134)
chr10|390	SORBS1 (-53866), ALDH18A1 (+41462)
chr10|392	CCNJ (+71661), BLNK (+156296)
chr10|394	TM9SF3 (-28192), PIK3AP1 (+105270)
chr10|408	CPN1 (-33367), ERLIN1 (+73090)
chr10|409	WNT8B (-97797), SCD (+18120)
chr10|421	TAF5 (-2723)
chr10|423	SH3PXD2A (-9837), OBFC1 (+52962)
chr10|424	COL17A1 (-29241), SFR1 (-6922)
chr10|425	SORCS3 (-275858), ITPRIP (-31338)
chr10|448	MXI1 (-92362), ADD3 (+107281)
chr10|450	RBM20 (-29154), SMC3 (+47552)
chr10|451	PDCD4 (-6564), RBM20 (+220846)
chr10|463	ADRB1 (-178805), DCLRE1A (-11142)
chr10|477	PDZD8 (+9977), SLC18A2 (+124397)
chr11|133	CSTF3 (+58010), TCP11L1 (+64038)
chr11|137	NAT10 (-2148)
chr11|138	ABTB2 (+4554), NAT10 (+247852)
chr11|143	PAMR1 (-77830), FJX1 (-14734)
chr11|174	HSD17B12 (-327258), API5 (+41462)
chr11|176	ALKBH3 (-27388), HSD17B12 (+172742)
chr11|177	EXT2 (+7254), ALX4 (+206715)
chr11|178	CD82 (-212140), ALX4 (-43285)
chr11|179	TSPAN18 (-160975), CD82 (+37860)
chr11|180	TSPAN18 (+89025), TP53I11 (+96710)
chr11|181	TP53I11 (-153290), PRDM11 (-43893)
chr11|182	SYT13 (-67131), CHST1 (+312171)
chr11|184	MAPK8IP1 (-32201), CRY2 (+6044)
chr11|186	DGKZ (-8144), CREB3L1 (+75789)
chr11|187	AMBRA1 (-12087), HARBI1 (+13776)
chr11|188	CKAP5 (-7221), LRP4 (+65172)
chr11|189	ARFGAP2 (+73632), C11orf49 (+166672)
chr11|191	C1QTNF4 (-8790), MTCH2 (+39174)
chr11|192	NUP160 (-4982)
chr11|193	OR4B1 (-113343), PTPRJ (+122888)
chr11|229	P2RX3 (+19010), PRG3 (+23622)
chr11|230	SERPING1 (+10010), YPEL4 (+42416)
chr11|231	OR9Q1 (-166352), CTNND1 (+95732)
chr11|234	CNTF (-15145), ZFP91-CNTF (+28356)
chr11|236	FAM111B (+291)
chr11|238	OSBP (+8616), OR4D9 (+92615)
chr11|243	PTGDR2 (-1557)
chr11|250	MTA2 (-5689), ROM1 (-5212)
chr11|251	SLC3A2 (+1418), CHRM1 (+64152)
chr11|254	HRASLS2 (-44146), PLA2G16 (+6840)
chr11|275	CPT1A (-15617), MRPL21 (+46287)
chr11|277	CCND1 (-330854), TPCN2 (+308636)
chr11|281	CTTN (-119646), PPFIA1 (+8195)
chr11|287	ENSG00000254469 (+14640), DEFB108B (+80755)
chr11|291	ATG16L2 (+99648), FCHSD2 (+228305)
chr11|292	P2RY2 (-54343), FCHSD2 (-21695)
chr11|293	PLEKHB1 (-232222), RELT (+37692)
chr11|296	UCP3 (-154521), C2CD3 (+7063)
chr11|297	PGM2L1 (-15483), KCNE3 (+53672)
chr11|298	CHRDL2 (+67219), POLD3 (+71426)
chr11|299	XRRA1 (+35231), RNF169 (+165088)
chr11|301	RPS3 (+14427), GDPD5 (+111947)
chr11|302	MAP6 (+5164), SERPINH1 (+101586)
chr11|303	UVRAG (+98789), WNT11 (+292575)
chr11|304	WNT11 (+42575), UVRAG (+348789)
chr11|305	PRKRIR (-33015), C11orf30 (-32982)
chr11|306	LRRC32 (+6043), C11orf30 (+217018)
chr11|307	B3GNT6 (-120384), ACER3 (+53084)
chr11|308	MYO7A (+35691), GDPD4 (+123462)
chr11|309	GDPD4 (-126538), PAK1 (+60104)
chr11|310	CLNS1A (-26151), RSF1 (+157062)
chr11|311	INTS4 (+80723), AAMDC (+92826)
chr11|312	ALG8 (-24295), KCTD21 (+24867)
chr11|313	GAB2 (+3851), USP35 (+225048)
chr11|314	NARS2 (-89092), TENM4 (+776694)
chr11|315	NARS2 (-339092), TENM4 (+526694)
chr11|316	NARS2 (-589092), TENM4 (+276694)
chr11|331	C11orf82 (+12232), RAB30 (+157907)
chr11|332	ANKRD42 (-30550), PCF11 (+6971)
chr11|342	CREBZF (+1145), TMEM126A (+15969)
chr11|343	SYTL2 (-187490), PICALM (+154970)
chr11|344	PICALM (-95030), EED (-80585)
chr11|345	C11orf73 (+111736), ME3 (+258677)
chr11|346	ME3 (+8677), C11orf73 (+361736)
chr11|347	FZD4 (+41432), PRSS23 (+113719)
chr11|348	TMEM135 (+125952)
chr11|374	SMCO4 (-98327), KIAA1731 (-19804)
chr11|375	HEPHL1 (-129526), VSTM5 (-41304)
chr11|376	FOLR4 (-163758), PANX1 (+12907)
chr11|377	GPR83 (+9584), FOLR4 (+86242)
chr11|378	AMOTL1 (-126536), PIWIL4 (+74527)
chr11|379	CWC15 (+81775), AMOTL1 (+123464)
chr11|380	ENDOD1 (+52027), SESN3 (+89360)
chr11|383	MTMR2 (+32458), CEP57 (+101376)
chr11|384	MTMR2 (-217542), MAML2 (+201343)
chr11|385	JRKL (+1843)
chr11|409	BIRC3 (-63225), YAP1 (+143809)
chr11|432	CUL5 (-4458)
chr11|433	ATM (+31442), KDELC2 (+244158)
chr11|434	KDELC2 (-5842), EXPH5 (+89373)
chr11|447	PPP2R1B (+12105), SIK2 (+151886)
chr11|448	DLAT (-20537), DIXDC1 (+67074)
chr11|449	C11orf34 (+6582), PTS (+27913)
chr11|455	TMPRSS5 (-47906), ZW10 (+19532)
chr11|458	NXPE1 (+55579), REXO2 (+64893)
chr11|467	BUD13 (+18703)
chr11|468	APOA1 (-166335), SIK3 (+93992)
chr11|469	RNF214 (+21549), BACE1 (+61971)
chr11|470	CEP164 (+176430), DSCAML1 (+292975)
chr11|471	DSCAML1 (+42975), CEP164 (+426430)
chr11|472	TMPRSS4 (-72803), IL10RA (+17938)
chr11|473	MPZL3 (-1936)
chr11|474	TMEM25 (-26923), KMT2A (+67796)
chr11|476	TRAPPC4 (-14141), FOXR1 (+32584)
chr11|477	CBL (+48249), MCAM (+62825)
chr11|479	PVRL1 (-25207), TRIM29 (+384160)
chr11|481	TMEM136 (-71004), POU2F3 (+17652)
chr11|482	GRIK4 (-7467), ARHGEF12 (+167214)
chr11|485	SC5D (-38161), TECTA (+153119)
chr11|492	BSX (-22573), HSPA8 (+58042)
chr11|499	VSIG2 (-2867)
chr11|500	SLC37A2 (-58231), CCDC15 (+50984)
chr11|502	EI24 (-64297), FEZ1 (-8795)
chr11|504	CDON (+58186), DDX25 (+100743)
chr11|520	PRDM10 (-2271)
chr11|521	ZBTB44 (+59580), ST14 (+95544)
chr11|537	THYN1 (-1763), ACAD8 (+1612)
chr12|126	FAM60A (+104305), DDX11 (+148222)
chr12|132	YARS2 (+33835), DNM1L (+42777)
chr12|160	KIF21A (-38213), ABCD2 (+138552)
chr12|171	GXYLT1 (-86320), YAF2 (+7037)
chr12|177	ADAMTS20 (-179277), PUS7L (+27560)
chr12|183	ARID2 (-498447), ANO6 (+15133)
chr12|185	ARID2 (+1553), SCAF11 (+259347)
chr12|186	SCAF11 (+9347), ARID2 (+251553)
chr12|187	SCAF11 (-240653), SLC38A1 (+37794)
chr12|188	SLC38A2 (-108351), SLC38A4 (+344779)
chr12|191	AMIGO2 (-151353), RPAP3 (+474843)
chr12|193	ENDOU (-5682), RAPGEF3 (+27427)
chr12|194	TMEM106C (+17598), COL2A1 (+23268)
chr12|195	H1FNT (-97762), OR10AD1 (-27831)
chr12|197	CCNT1 (-14320), ADCY6 (+52911)
chr12|198	WNT1 (+2603), DDN (+18091)
chr12|207	POU6F1 (-13524), DAZAP2 (-7607)
chr12|208	SCN8A (-110019), SLC4A8 (+56446)
chr12|210	GRASP (-25723), ACVR1B (+29516)
chr12|211	KRT7 (-1897)
chr12|215	ITGB7 (-23910), RARG (+1035)
chr12|217	CALCOCO1 (-3777)
chr12|218	HOXC10 (-3969)
chr12|219	SMUG1 (-42223), CBX5 (+48885)
chr12|220	NCKAP1L (-16494), GTSF1 (-8590)
chr12|225	CD63 (-1510)
chr12|226	SUOX (-20281), RAB5B (+7206)
chr12|229	NACA (-5918), PRIM1 (+21118)
chr12|230	RDH16 (-22898), GPR182 (-13229)
chr12|231	SHMT2 (+1891), STAC3 (+19975)
chr12|232	ARHGAP9 (-1368)
chr12|233	AGAP2 (+7028), OS9 (+37097)
chr12|234	XRCC6BP1 (+39641), LRIG3 (+939302)
chr12|235	XRCC6BP1 (+289641), LRIG3 (+689302)
chr12|252	MON2 (+14404), PPM1H (+453816)
chr12|253	PPM1H (+203816), MON2 (+264404)
chr12|257	DPY19L2 (-62644), TMEM5 (-48582)
chr12|258	XPOT (-423129), SRGAP1 (+136928)
chr12|259	XPOT (-173129), SRGAP1 (+386928)
chr12|260	RASSF3 (-129292), TBK1 (+29341)
chr12|261	GNS (+28226), RASSF3 (+120708)
chr12|267	HELB (-71324), IRAK3 (+42342)
chr12|271	GRIP1 (-552248), CAND1 (-38060)
chr12|272	DYRK2 (-167500), CAND1 (+211940)
chr12|275	IL26 (-5400), IL22 (+22386)
chr12|276	MDM1 (-148889), RAP1B (-129618)
chr12|277	SLC35E3 (-14885), NUP107 (+44487)
chr12|278	CPSF6 (-258316), CPM (-48022)
chr12|279	CPM (-298022), CPSF6 (-8316)
chr12|280	CCT2 (-104113), FRS2 (+10872)
chr12|281	BEST3 (-31805), RAB3IP (-8169)
chr12|283	CNOT2 (-11776), MYRFL (+298685)
chr12|284	KCNMB4 (+114945), PTPRB (+156219)
chr12|289	RAB21 (-23653), TMEM19 (+45134)
chr12|300	KCNC2 (+728647)
chr12|304	GLIPR1 (+541)
chr12|306	KRR1 (-469600), PHLDA1 (+52711)
chr12|307	NAP1L1 (-146188), BBS10 (+117221)
chr12|308	BBS10 (-132779), OSBPL8 (+78588)
chr12|309	OSBPL8 (-171412), ZDHHC17 (-32367)
chr12|310	CSRP2 (-102161), E2F7 (+84359)
chr12|322	OTOGL (-228232), PPP1R12A (-46023)
chr12|355	TMTC3 (+88928), KITLG (+349237)
chr12|371	CLLU1 (-192734), BTG1 (-85328)
chr12|374	NUDT4 (-396658), EEA1 (-51894)
chr12|375	EEA1 (-301894), NUDT4 (-146658)
chr12|376	SOCS2 (-88589), MRPL42 (+13737)
chr12|377	PLXNC1 (-417498), CRADD (+53508)
chr12|379	PLXNC1 (+82502), CCDC41 (+228727)
chr12|380	CCDC41 (-21273), TMCC3 (+169337)
chr12|381	TMCC3 (-80663), NDUFA12 (+272545)
chr12|382	TMCC3 (-330663), NDUFA12 (+22545)
chr12|383	METAP2 (-242726), VEZT (+13479)
chr12|384	METAP2 (+7274), USP44 (+70265)
chr12|385	USP44 (-179735), NTN4 (+59535)
chr12|386	HAL (+15142), AMDHD1 (+37930)
chr12|387	ELK3 (+36841), CDK17 (+169337)
chr12|388	NEDD1 (-426243), CDK17 (-80663)
chr12|396	TMPO (-34407)
chr12|397	APAF1 (+86082)
chr12|403	ACTR6 (+31136), DEPDC4 (+35856)
chr12|408	MYBPC1 (-113746), SPIC (+5802)
chr12|409	SYCP3 (+8246), CHPT1 (+33596)
chr12|410	CCDC53 (+80901), DRAM1 (+103872)
chr12|417	NT5DC3 (+109974), STAB2 (+143950)
chr12|419	EID3 (-72516), TXNRD1 (+15444)
chr12|420	CHST11 (+24250), SLC41A2 (+447432)
chr12|422	SLC41A2 (-52568), ALDH1L2 (+103354)
chr12|423	APPL2 (+4860), KIAA1033 (+123509)
chr12|427	NUAK1 (-91190), CKAP4 (+16765)
chr12|429	RIC8B (-43417), RFX4 (+130086)
chr12|430	MTERFD3 (+5903), C12orf23 (+25501)
chr12|433	PRDM4 (+29936), PWP1 (+45492)
chr12|436	CMKLR1 (-141907), FICD (-33961)
chr12|437	CORO1C (+371)
chr12|439	ACACB (+70601), FOXN4 (+122024)
chr12|440	KCTD10 (+40348), MYO1H (+89293)
chr12|442	TCHP (+36678), GIT2 (+59028)
chr12|444	ANAPC7 (-33466), ARPC3 (+13211)
chr12|445	HVCN1 (+1513), TCTN1 (+73032)
chr12|449	BRAP (-1211), ACAD10 (+1121)
chr12|450	TMEM116 (+75914), MAPKAPK5 (+94571)
chr12|451	TRAFD1 (+61652), HECTD4 (+194895)
chr12|452	RPH3A (-354459), PTPN11 (+18283)
chr12|458	LHX5 (-465124), RBM19 (+29110)
chr12|468	MED13L (-159858), MAP1LC3B2 (-122185)
chr12|469	C12orf49 (+50865), MAP1LC3B2 (+127815)
chr12|470	FBXW8 (+26240), TESC (+162273)
chr12|474	NOS1 (-606122), KSR2 (+31787)
chr12|475	PEBP1 (+51338), TAOK3 (+185749)
chr12|476	SRRM4 (-544299), SUDS3 (+60816)
chr12|481	PRKAB1 (+19443), CIT (+190094)
chr12|482	CIT (-59906), CCDC64 (-52672)
chr12|486	HNF1A (-41345), SPPL3 (-32827)
chr12|487	P2RX4 (-22867), P2RX7 (+54370)
chr12|488	RNF34 (+37079), KDM2B (+143888)
chr12|492	CLIP1 (-9960), ZCCHC8 (+110517)
chr12|493	HCAR2 (+62889), KNTC1 (+113206)
chr12|497	TCTN2 (-30659), GTF2H3 (+6625)
chr12|498	CCDC92 (+82370), DNAH10 (+127959)
chr12|502	SCARB1 (-26608), UBC (+24893)
chr12|503	TMEM132B (-186161), AACS (+75076)
chr12|526	GPR133 (-63451), RAN (+18577)
chr12|529	SFSWAP (-70681), GPR133 (+686549)
chr12|530	ULK1 (-4195)
chr12|531	NOC4L (-3992), DDX51 (+3879)
chr12|533	MUC8 (-74275), P2RX2 (-70402)
chr12|534	ANKLE2 (-36527), GOLGA3 (+30287)
chr12|535	ZNF140 (-31423), ZNF84 (+10835)
chr12|536	ANHX (+11733), ZNF268 (+42953)
chr13|127	HSPH1 (+111063), MEDAG (+144673)
chr13|128	RXFP2 (-438678), B3GALTL (+100928)
chr13|136	RFC3 (-517185), STARD13 (-15109)
chr13|147	MAB21L1 (-574169), DCLK1 (+80442)
chr13|148	CCDC169-SOHLH2 (-3022)
chr13|150	RFXAP (-18360), SERTM1 (+126952)
chr13|151	SUPT20H (+8822), EXOSC8 (+50323)
chr13|156	TRPC4 (-431062), UFM1 (-49017)
chr13|158	FREM2 (+113735), STOML3 (+190202)
chr13|159	NHLRC3 (+12546), LHFP (+552307)
chr13|164	FOXO1 (+365733), COG6 (+645187)
chr13|166	SLC25A15 (+11368), ELF1 (+218449)
chr13|180	SMIM2 (-139608), SERP2 (-72977)
chr13|181	TSC22D1 (+25700), SERP2 (+177023)
chr13|182	TSC22D1 (-224300), NUFIP1 (+188617)
chr13|183	GTF2F2 (-69649), NUFIP1 (-61383)
chr13|185	SPERT (-151445), COG3 (+85941)
chr13|189	LCP1 (-339518), ESD (+246366)
chr13|194	HTR2A (-904828), SUCLA2 (+200461)
chr13|195	NUDT15 (+13298), MED4 (+44239)
chr13|196	RB1 (-2910)
chr13|197	CYSLTR2 (-155950), RCBTB2 (-17632)
chr13|198	FNDC3A (-175047), CYSLTR2 (+94050)
chr13|199	MLNR (-169473), FNDC3A (+74953)
chr13|200	CDADC1 (+52940), CAB39L (+100734)
chr13|201	RCBTB1 (+34718), PHF11 (+54904)
chr13|202	TRIM13 (-196172), KPNA3 (-7944)
chr13|203	DLEU1 (-31306), KCNRG (+35611)
chr13|204	RNASEH2B (-608813), DLEU1 (+218694)
chr13|205	RNASEH2B (-358813), DLEU1 (+468694)
chr13|206	RNASEH2B (-108813), DLEU1 (+718694)
chr13|207	SERPINE3 (-290167), RNASEH2B (+141187)
chr13|208	SERPINE3 (-40167), RNASEH2B (+391187)
chr13|209	INTS6 (-97867), WDFY2 (-33643)
chr13|210	DHRS12 (+3258), WDFY2 (+216357)
chr13|211	UTP14C (+26174), NEK5 (+78213)
chr13|212	NEK3 (-143381), THSD1 (+105262)
chr13|213	HNRNPA1L2 (-66604), CKAP2 (+95399)
chr13|214	LECT1 (-61086), PCDH8 (+47774)
chr13|215	OLFM4 (+22107)
chr13|242	DIAPH3 (+363120)
chr13|243	DIAPH3 (+113120)
chr13|244	DIAPH3 (-136880), TDRD3 (-96426)
chr13|245	TDRD3 (+153574), PCDH20 (+876981)
chr13|249	PCDH20 (-123019)
chr13|254	NONE
chr13|259	NONE
chr13|271	PCDH9 (+179467)
chr13|272	PCDH9 (-70533)
chr13|290	DACH1 (+66329)
chr13|294	KLF5 (-257929), PIBF1 (+18804)
chr13|295	KLF5 (-7929), PIBF1 (+268804)
chr13|296	KLF5 (+242071), KLF12 (+694185)
chr13|297	KLF12 (+444185), KLF5 (+492071)
chr13|299	KLF12 (-55815)
chr13|304	TBC1D4 (+181249)
chr13|305	LMO7 (-209796), UCHL3 (+1074)
chr13|306	LMO7 (+40204)
chr13|310	KCTD12 (+85524)
chr13|311	FBXL3 (-23716), MYCBP2 (+275813)
chr13|312	FBXL3 (-273716), MYCBP2 (+25813)
chr13|313	SCEL (+15106), EDNRB (+368902)
chr13|317	EDNRB (-631098), POU4F1 (+52672)
chr13|320	RNF219 (-641687), RBM26 (+104922)
chr13|321	NDFIP2 (+69714), SPRY2 (+788793)
chr13|322	NDFIP2 (+319714), SPRY2 (+538793)
chr13|323	SPRY2 (+288793), NDFIP2 (+569714)
chr13|324	SPRY2 (+38793), NDFIP2 (+819714)
chr13|338	SLITRK1 (+81527)
chr13|343	SLITRK6 (+748622)
chr13|346	SLITRK6 (-1378)
chr13|352	SLITRK5 (-449869)
chr13|354	SLITRK5 (+50131)
chr13|371	GPC5 (+574072)
chr13|378	GPC6 (+495906), DCT (+756935)
chr13|381	DCT (+6935)
chr13|382	SOX21 (-10612), ABCC4 (+578682)
chr13|383	SOX21 (-260612), ABCC4 (+328682)
chr13|384	SOX21 (-510612), ABCC4 (+78682)
chr13|385	ABCC4 (-171318), CLDN10 (-79978)
chr13|386	DNAJC3 (+45608), UGGT2 (+330636)
chr13|387	UGGT2 (+80636), DNAJC3 (+295608)
chr13|389	HS6ST3 (+381908), OXGR1 (+521603)
chr13|391	OXGR1 (+21603), HS6ST3 (+881908)
